"year","country1","country2","border","comlang","Currency_union","island","landl","log_dist","log_RGDP","log_RGDP_percap","regional_trade_agreement","total_exports","primary_exports","manfactured_exports","total_imports","primary_imports","manfactured_imports","exp_index","imp_index","trans_terrorism_cj"
"2009","United States","Sweden","0","0","0","0","0","8.425399","56.60995","21.04823","0","4563588.5","409800.38","3661987.5","8405691.0","1086238.6","7014368.0","135.058","127.475","0.0"
"2010","United States","Sweden","0","0","0","0","0","8.425399","56.6989","21.12514","0","4703221.0","499350.0","3680359.5","10865396.0","1488690.8","9080788.0","163.508","156.371","0.0"
"2011","United States","Sweden","0","0","0","0","0","8.425399","56.76097","21.16061","0","5258281.0","582363.4","4007857.8","11801250.0","2089719.0","9373434.0","189.315","179.933","0.0"
"2012","United States","Sweden","0","0","0","0","0","8.425399","56.79762","21.18253","0","5238247.0","572211.75","4022605.2","10490606.0","1398088.6","8847337.0","197.682","185.463","0.0"
"1995","United States","Switzerland","0","0","0","0","1","8.508967","56.00924","20.82557","0","6245773.5","276275.12","3663689.0","7878322.5","349645.38","6633715.5","74.7832","61.2127","5.0"
"1996","United States","Switzerland","0","0","0","0","1","8.508967","56.05329","20.85465","0","8377074.5","389277.88","5132600.5","8023414.0","276285.25","6850060.5","79.941","65.2763","2.0"
"1997","United States","Switzerland","0","0","0","0","1","8.508967","56.11917","20.90675","0","8313946.0","393054.0","4695563.5","8644886.0","366475.5","6869590.0","88.1399","71.3905","0.0"
"1998","United States","Switzerland","0","0","0","0","1","8.508967","56.19611","20.97003","0","7253827.5","413805.6","5031653.5","9127679.0","342658.2","7328629.0","87.2391","74.9903","1.0"
"1999","United States","Switzerland","0","0","0","0","1","8.508967","56.2541","21.0131","0","8368144.5","279604.47","4924061.0","10056481.0","418198.47","8330252.5","88.9859","84.1293","0.0"
"2000","United States","Switzerland","0","0","0","0","1","8.508967","56.33081","21.07395","0","9952092.0","335598.78","5614846.0","10680170.0","564631.8","8893767.0","100.0","100.0","2.0"
"2001","United States","Switzerland","0","0","0","0","1","8.508967","56.34803","21.07482","0","9841439.0","449059.72","5710664.5","9965928.0","537163.94","8181294.0","93.2451","93.6377","1.0"
"2002","United States","Switzerland","0","0","0","0","1","8.508967","56.36792","21.07832","0","7789828.5","691315.3","4876462.5","9774446.0","337071.3","8410819.0","88.6414","95.3093","0.0"
"2003","United States","Switzerland","0","0","0","0","1","8.508967","56.39013","21.0855","0","8674779.0","436952.03","4863205.5","11071898.0","382266.1","9572187.0","92.6914","103.474","0.0"
"2004","United States","Switzerland","0","0","0","0","1","8.508967","56.45166","21.13198","0","9261848.0","324077.5","5941244.0","12084298.0","443223.28","10393164.0","104.215","121.153","0.0"
"2005","United States","Switzerland","0","0","0","0","1","8.508967","56.50938","21.17535","0","10750207.0","322654.62","6860834.5","13455173.0","403463.16","11557384.0","115.24","137.593","0.0"
"2006","United States","Switzerland","0","0","0","0","1","8.508967","56.57181","21.22362","0","14384542.0","1509034.8","8261977.0","14746691.0","584800.7","12604677.0","131.212","152.313","0.0"
"2007","United States","Switzerland","0","0","0","0","1","8.508967","56.62381","21.26159","0","17030908.0","892434.5","8990568.0","15256360.0","596938.44","13154420.0","146.844","160.439","1.0"
"2008","United States","Switzerland","0","0","0","0","1","8.508967","56.63408","21.25908","0","21999064.0","2346253.8","9613347.0","18247548.0","891076.1","15700843.0","164.652","172.277","1.0"
"2009","United States","Switzerland","0","0","0","0","1","8.508967","56.56591","21.17928","0","17478820.0","3812100.8","8663076.0","16282606.0","884183.94","13974922.0","135.058","127.475","0.0"
"2010","United States","Switzerland","0","0","0","0","1","8.508967","56.62585","21.22628","0","20697972.0","5351114.5","8449775.0","19497268.0","905021.56","16852128.0","163.508","156.371","0.0"
"2011","United States","Switzerland","0","0","0","0","1","8.508967","56.67309","21.24003","0","24446492.0","1972142.4","9177000.0","24867872.0","1062815.9","21215792.0","189.315","179.933","0.0"
"2012","United States","Switzerland","0","0","0","0","1","8.508967","56.71093","21.25994","0","26121012.0","680421.0","8853097.0","26233958.0","1281427.9","21538990.0","197.682","185.463","0.0"
"1995","United States","Canada","1","1","0","0","0","7.326815","57.28466","20.67827","1","126021750.0","14580352.0","107046180.0","148277890.0","38801956.0","100659730.0","74.7832","61.2127","1.0"
"1996","United States","Canada","1","1","0","0","0","7.326815","57.3409","20.71163","1","132579560.0","14645971.0","112568870.0","159691170.0","43349230.0","106583030.0","79.941","65.2763","0.0"
"1997","United States","Canada","1","1","0","0","0","7.326815","57.43633","20.7858","1","150120420.0","16613552.0","128092100.0","171330620.0","46283900.0","114792030.0","88.1399","71.3905","0.0"
"1998","United States","Canada","1","1","0","0","0","7.326815","57.522","20.85169","1","154148100.0","16541161.0","133017080.0","177916420.0","42031164.0","123371440.0","87.2391","74.9903","0.0"
"1999","United States","Canada","1","1","0","0","0","7.326815","57.62626","20.9357","1","163903550.0","16634583.0","143079550.0","201433180.0","46106532.0","140477540.0","88.9859","84.1293","0.0"
"2000","United States","Canada","1","1","0","0","0","7.326815","57.72058","21.00985","1","176408780.0","18441438.0","153048290.0","232677620.0","61954480.0","153518540.0","100.0","100.0","0.0"
"2001","United States","Canada","1","1","0","0","0","7.326815","57.74174","21.01188","1","163721460.0","19088996.0","138131500.0","220104000.0","64228460.0","139685630.0","93.2451","93.6377","0.0"
"2002","United States","Canada","1","1","0","0","0","7.326815","57.78606","21.03831","1","160794800.0","18407030.0","136702990.0","213905060.0","59343076.0","137680460.0","88.6414","95.3093","0.0"
"2003","United States","Canada","1","1","0","0","0","7.326815","57.83183","21.06753","1","169451580.0","20843750.0","142652240.0","227600080.0","71278890.0","140871870.0","92.6914","103.474","0.0"
"2004","United States","Canada","1","1","0","0","0","7.326815","57.90047","21.11918","1","189100180.0","23960466.0","158158600.0","259731650.0","85334430.0","158476940.0","104.215","121.153","0.0"
"2005","United States","Canada","1","1","0","0","0","7.326815","57.96441","21.16612","1","211417120.0","28648998.0","175990850.0","291865600.0","105018510.0","170417760.0","115.24","137.593","0.0"
"2006","United States","Canada","1","1","0","0","0","7.326815","58.01899","21.20284","1","230244130.0","32411852.0","190342200.0","307723070.0","118771950.0","171980590.0","131.212","152.313","0.0"
"2007","United States","Canada","1","1","0","0","0","7.326815","58.0577","21.22308","1","248408660.0","37348100.0","201116880.0","317481900.0","126708536.0","173539180.0","146.844","160.439","0.0"
"2008","United States","Canada","1","1","0","0","0","7.326815","58.05344","21.20123","1","260890160.0","46826204.0","204029840.0","339074080.0","160917340.0","160095800.0","164.652","172.277","1.0"
"2009","United States","Canada","1","1","0","0","0","7.326815","57.97353","21.10448","1","204720830.0","35080852.0","156546850.0","227577360.0","98415960.0","115371060.0","135.058","127.475","0.0"
"2010","United States","Canada","1","1","0","0","0","7.326815","58.03927","21.15166","1","248186860.0","42485892.0","191529070.0","279275260.0","125279950.0","139480200.0","163.508","156.371","0.0"
"2011","United States","Canada","1","1","0","0","0","7.326815","58.09564","21.18693","1","280710200.0","52521376.0","212841060.0","319101000.0","152016400.0","152185440.0","189.315","179.933","0.0"
"2012","United States","Canada","1","1","0","0","0","7.326815","58.14","21.21205","1","291674880.0","53556380.0","222931170.0","327482240.0","152380060.0","160477900.0","197.682","185.463","0.0"
"1995","United States","Japan","0","0","0","1","0","8.736323","58.74172","20.69511","0","64259696.0","21672510.0","41153296.0","127195336.0","1252052.5","123959230.0","74.7832","61.2127","3.0"
"1996","United States","Japan","0","0","0","1","0","8.736323","58.80656","20.7459","0","67514640.0","21486548.0","44675148.0","117962860.0","1135786.8","114480970.0","79.941","65.2763","5.0"
"1997","United States","Japan","0","0","0","1","0","8.736323","58.86914","20.79401","0","65657900.0","18770590.0","45647852.0","124265660.0","1463223.6","120082700.0","88.1399","71.3905","0.0"
"1998","United States","Japan","0","0","0","1","0","8.736323","58.89089","20.80176","0","57884416.0","15622652.0","41001164.0","125089620.0","1449599.0","120436010.0","87.2391","74.9903","0.0"
"1999","United States","Japan","0","0","0","1","0","8.736323","58.93513","20.83256","0","57480836.0","15850074.0","40190744.0","134871220.0","1589230.0","129087340.0","88.9859","84.1293","0.0"
"2000","United States","Japan","0","0","0","1","0","8.736323","59.00583","20.89024","0","65251590.0","16967890.0","46633790.0","150631800.0","1784307.9","144602030.0","100.0","100.0","1.0"
"2001","United States","Japan","0","0","0","1","0","8.736323","59.0122","20.88444","0","57637104.0","14524976.0","41464244.0","129708150.0","1620464.6","123933180.0","93.2451","93.6377","0.0"
"2002","United States","Japan","0","0","0","1","0","8.736323","59.02674","20.88778","0","51438260.0","13146485.0","36659536.0","124633010.0","1340850.9","119521600.0","88.6414","95.3093","1.0"
"2003","United States","Japan","0","0","0","1","0","8.736323","59.0652","20.91618","0","52061620.0","13645293.0","36782012.0","121232300.0","1350065.9","116220600.0","92.6914","103.474","1.0"
"2004","United States","Japan","0","0","0","1","0","8.736323","59.12852","20.96921","0","54400040.0","13426411.0","39138124.0","133339176.0","1619188.9","127882270.0","104.215","121.153","0.0"
"2005","United States","Japan","0","0","0","1","0","8.736323","59.17972","21.01076","0","55408356.0","13157413.0","40160816.0","141950220.0","2038185.6","135819120.0","115.24","137.593","0.0"
"2006","United States","Japan","0","0","0","1","0","8.736323","59.22666","21.04832","0","59647550.0","14557965.0","43325100.0","152244030.0","2816260.0","144766260.0","131.212","152.313","0.0"
"2007","United States","Japan","0","0","0","1","0","8.736323","59.26584","21.07819","0","62663664.0","16747995.0","44258590.0","149423000.0","3338872.2","141701940.0","146.844","160.439","0.0"
"2008","United States","Japan","0","0","0","1","0","8.736323","59.24357","21.04783","0","66573420.0","20447598.0","44667440.0","143351760.0","2746421.8","136811200.0","164.652","172.277","2.0"
"2009","United States","Japan","0","0","0","1","0","8.736323","59.12094","20.91825","0","51178320.0","15369083.0","30274212.0","98401030.0","1848560.8","93395864.0","135.058","127.475","0.0"
"2010","United States","Japan","0","0","0","1","0","8.736323","59.19725","20.98626","0","60542676.0","18064572.0","36234292.0","123555970.0","2662019.8","117413900.0","163.508","156.371","0.0"
"2011","United States","Japan","0","0","0","1","0","8.736323","59.23206","21.01081","0","66160370.0","21768664.0","38985584.0","132442050.0","2884840.2","126411780.0","189.315","179.933","0.0"
"2012","United States","Japan","0","0","0","1","0","8.736323","59.27384","21.04726","0","70042650.0","20512180.0","41262380.0","150401120.0","3015511.0","143542780.0","197.682","185.463","0.0"
"1995","United States","Finland","0","0","0","0","0","8.462098","55.30743","20.46171","0","1248423.1","292673.1","888917.75","2391221.2","272351.4","2057765.8","74.7832","61.2127","0.0"
"1996","United States","Finland","0","0","0","0","0","8.462098","55.3735","20.51309","0","2437381.5","314220.6","2042485.9","2464205.2","382187.2","2026919.2","79.941","65.2763","0.0"
"1997","United States","Finland","0","0","0","0","0","8.462098","55.48873","20.61357","0","1740873.0","263974.3","1392070.4","2527921.5","354094.7","2133559.8","88.1399","71.3905","0.0"
"1998","United States","Finland","0","0","0","0","0","8.462098","55.59834","20.70904","0","1915115.2","196587.08","1609477.6","2746753.8","267643.16","2426709.5","87.2391","74.9903","0.0"
"1999","United States","Finland","0","0","0","0","0","8.462098","55.6841","20.78116","0","1668144.9","180757.58","1393562.0","3043026.2","369242.9","2593273.5","88.9859","84.1293","0.0"
"2000","United States","Finland","0","0","0","0","0","8.462098","55.77743","20.86129","0","1570603.8","178672.25","1310038.2","3384052.8","523469.44","2786056.2","100.0","100.0","0.0"
"2001","United States","Finland","0","0","0","0","0","8.462098","55.80419","20.87553","0","1553651.2","194533.84","1274909.9","3529690.0","448477.2","2988657.0","93.2451","93.6377","0.0"
"2002","United States","Finland","0","0","0","0","0","8.462098","55.83328","20.89266","0","1536674.2","162362.61","1287760.9","3607195.2","549551.75","3003421.5","88.6414","95.3093","0.0"
"2003","United States","Finland","0","0","0","0","0","8.462098","55.87301","20.92148","0","1713495.5","252639.83","1354787.2","3778337.0","564657.44","3139551.5","92.6914","103.474","0.0"
"2004","United States","Finland","0","0","0","0","0","8.462098","55.95033","20.98753","0","2066457.6","372364.1","1570868.1","4092137.0","708971.4","3324695.8","104.215","121.153","0.0"
"2005","United States","Finland","0","0","0","0","0","8.462098","56.01316","21.03946","0","2247931.5","289415.5","1840343.5","4531553.0","683530.56","3776208.2","115.24","137.593","0.0"
"2006","United States","Finland","0","0","0","0","0","8.462098","56.08148","21.09671","0","2648140.8","373955.78","2138098.2","5176108.0","926747.06","4164159.0","131.212","152.313","0.0"
"2007","United States","Finland","0","0","0","0","0","8.462098","56.15471","21.15863","0","3133057.0","377596.38","2590247.0","5500865.5","1302126.1","4106106.2","146.844","160.439","0.0"
"2008","United States","Finland","0","0","0","0","0","8.462098","56.14765","21.14114","0","3761542.8","367895.47","3223906.2","6142785.5","1718086.0","4328593.5","164.652","172.277","1.0"
"2009","United States","Finland","0","0","0","0","0","8.462098","55.98768","20.97151","0","1665563.5","248700.22","1247148.6","4134392.0","851013.94","3189813.0","135.058","127.475","0.0"
"2010","United States","Finland","0","0","0","0","0","8.462098","56.06165","21.03411","0","2181169.2","346495.28","1655100.5","4033238.5","591735.25","3362496.0","163.508","156.371","0.0"
"2011","United States","Finland","0","0","0","0","0","8.462098","56.12232","21.07737","0","3159016.0","524127.0","2389848.8","4585159.0","974196.3","3509578.0","189.315","179.933","0.0"
"2012","United States","Finland","0","0","0","0","0","8.462098","56.1396","21.08256","0","2554573.5","286220.56","2059229.1","5317654.5","1394064.0","3816153.5","197.682","185.463","0.0"
"1995","United States","Greece","0","0","0","0","0","8.674458","55.7753","20.21241","0","1518909.1","191075.0","1260787.6","437435.25","169951.39","241911.89","74.7832","61.2127","5.0"
